Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
The Knight Of The Swords (the First Book Of Corum) (The first book of corum),"The ancient races, the Vadhagh and the Nhadragh, are dying. By creating Mankind, the universe has condemned Earth to a pestilence of destruction and fear. Prince Corum is the last remaining Vadhagh. He sets out on a crusade of vengeance against the forces that slaughtered his family and his race, to challenge the unjust power of the puppet masters of Man: the Lords of Chaos. Along the way he will barter with his soul for the limbs of gods to repair his mutilated body, and will encounter a member of the very race who caused the mutilation, the irresistible Rhalina...",['Michael Moorcock'],http://books.google.com/books/content?id=1PFOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=1PFOEAAAQBAJ&dq=The+Knight+Of+The+Swords+(the+First+Book+Of+Corum)+(The+first+book+of+corum)&hl=&cd=1&source=gbs_api,"Titan Books (US, CA)",2015-05-05,http://books.google.nl/books?id=1PFOEAAAQBAJ&dq=The+Knight+Of+The+Swords+(the+First+Book+Of+Corum)+(The+first+book+of+corum)&hl=&source=gbs_api,['Fiction'],
A Peaceful Realm : The Rise And Fall of the Indus Civilization,"Looks at the rise and fall of the Indus civilization covering such topics as religion, farming, language, trade, crafts, and society.",['Jane Mcintosh'],http://books.google.com/books/content?id=vdUmAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=vdUmAQAAMAAJ&q=A+Peaceful+Realm+:+The+Rise+And+Fall+of+the+Indus+Civilization&dq=A+Peaceful+Realm+:+The+Rise+And+Fall+of+the+Indus+Civilization&hl=&cd=1&source=gbs_api,Westview Press,2002,http://books.google.nl/books?id=vdUmAQAAMAAJ&dq=A+Peaceful+Realm+:+The+Rise+And+Fall+of+the+Indus+Civilization&hl=&source=gbs_api,['History'],
In the Red Zone: A Journey into the Soul of Iraq,"In the Red Zone, an American journalist's account of his daring solo expeditions through post-Saddam Iraq, is a vivid, frank, and unforgettable portrayal of the hearts and minds of the Iraqi people. An eyewitness of the 9/11 attacks, Steven Vincent went to Iraq to experience the daily realities of life and death in the crossfire of the war on terror. His report is essential for understanding America's enemies and allies in the critical but confusing struggle against radical Islam.",['Steven Vincent'],http://books.google.com/books/content?id=fe-gAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=fe-gAAAAMAAJ&q=In+the+Red+Zone:+A+Journey+into+the+Soul+of+Iraq&dq=In+the+Red+Zone:+A+Journey+into+the+Soul+of+Iraq&hl=&cd=1&source=gbs_api,Spence Pub,2004,http://books.google.nl/books?id=fe-gAAAAMAAJ&dq=In+the+Red+Zone:+A+Journey+into+the+Soul+of+Iraq&hl=&source=gbs_api,['History'],
Task-Based Language Teaching (Cambridge Language Teaching Library),"Teachers need a clear description of what constitutes grammar and how it can best be taught in the English language classroom. This book illustrates a new way of describing the grammar of spoken and written English and demonstrates how lexical phrases, frames and patterns provide a link between grammar and vocabulary. These processes and techniques are contextualised within a task-based approach to teaching and learning. Numerous interactive tasks are provided to guide readers. Over 40 examples of teaching exercises are included to illustrate techniques which can be applied in the classroom immediately.",['Dave Willis'],http://books.google.com/books/content?id=wKqbuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=wKqbuQAACAAJ&dq=Task-Based+Language+Teaching+(Cambridge+Language+Teaching+Library)&hl=&cd=1&source=gbs_api,Cambridge University Press,2003-12-24,http://books.google.nl/books?id=wKqbuQAACAAJ&dq=Task-Based+Language+Teaching+(Cambridge+Language+Teaching+Library)&hl=&source=gbs_api,['Foreign Language Study'],
The Alamo (In American History),Gives an in-depth account of the battle at the Alamo and discusses the conflicts which led up to it.,['Roy Sorrels'],http://books.google.com/books/content?id=99Hi2kJoWF0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=99Hi2kJoWF0C&q=The+Alamo+(In+American+History)&dq=The+Alamo+(In+American+History)&hl=&cd=1&source=gbs_api,Enslow Pub Incorporated,1996,http://books.google.nl/books?id=99Hi2kJoWF0C&dq=The+Alamo+(In+American+History)&hl=&source=gbs_api,['Juvenile Nonfiction'],
"Adoptable Dog: Teaching Your Adopted Pet to Obey, Trust, and Love You","A guide to the special needs of pre-owned dogs shares advice for dogs of all ages and with a range of training needs, discussing how to choose a dog that is compatible with a home, how to introduce a dog to family members and other pets, and overcoming a history of abuse. 35,000 first printing.","['John Ross', 'Barbara McKinney']",http://books.google.com/books/content?id=lEjW6HDRA2oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=lEjW6HDRA2oC&dq=Adoptable+Dog:+Teaching+Your+Adopted+Pet+to+Obey,+Trust,+and+Love+You&hl=&cd=1&source=gbs_api",W. W. Norton & Company,2003,"http://books.google.nl/books?id=lEjW6HDRA2oC&dq=Adoptable+Dog:+Teaching+Your+Adopted+Pet+to+Obey,+Trust,+and+Love+You&hl=&source=gbs_api",['Pets'],1.0
"The Mystery of the Alamo Ghost (Real Kids, Real Places)","The corresponding Teacher's Guide is a page-by-page supplementary resource that gives you additional activities to enhance the student's learning opportunities by using cross-curricular materials including discussion questions, reproducible vocabulary, science, geography and math activities. Each Teacher's Guide turns you into the expert-we've done all the research for you! This comprehensive resource enhances the many dramatic learning opportunities students can gain from reading this mystery by Carole Marsh. The supplementary Teacher's Guide includes: ¥ A chapter guide of additional information, trivia, historical facts, and more to help teachers be""experts!"" ¥ Activity ideas that make the book come dramatically to life for young readers! ¥ The author's additional comments and thoughts about the subject ¥ Some reproducible activities ¥ Great out-of-the-box ideas for activities.",['Carole Marsh'],http://books.google.com/books/content?id=oaFaFr2jvXUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=oaFaFr2jvXUC&printsec=frontcover&dq=The+Mystery+of+the+Alamo+Ghost+(Real+Kids,+Real+Places)&hl=&cd=1&source=gbs_api",Gallopade International,2011-03-01,https://play.google.com/store/books/details?id=oaFaFr2jvXUC&source=gbs_api,['Juvenile Fiction'],
Principles of Macroeconomics,"Principles of Macroeconomics 8th edition boils economics down to its essentials, by considering what is truly important for students to learn in their first course in economics. In keeping with the authors’ philosophy of showing students the power of economic tools and the importance of economic ideas, this edition pays careful attention to regional and global policies and economic issues – including the impacts of the contemporary macroeconomic issues, inflation, unemployment, interest rates, and monetary and fiscal policy. The resource emphasises the material that students should and do find interesting about the study of the economy, resulting in a focus on applications and policy, and less on formal economic theory. Principles of Macroeconomics, 8th edition encourages students to make their own judgements by presenting both sides of the debate on five controversial issues facing policy makers: the proper degree of policy activism in response to the business cycle, the choice between rules and discretion in the conduct of monetary policy, the desirability of reaching zero inflation, the importance of balancing the government’s budget, and the need for tax reform to encourage saving. Premium online teaching and learning tools are available on the MindTap platform. Learn more about the online tools cengage.com.au/mindtap","['Robin Stonecash', 'Joshua Gans', 'Stephen King', 'Martin Byford', 'Kris Ivanovski', 'N. Gregory Mankiw']",http://books.google.com/books/content?id=F5YBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=F5YBEAAAQBAJ&printsec=frontcover&dq=Principles+of+Macroeconomics&hl=&cd=1&source=gbs_api,Cengage AU,2020-10-15,http://books.google.nl/books?id=F5YBEAAAQBAJ&dq=Principles+of+Macroeconomics&hl=&source=gbs_api,['Business & Economics'],
PASION / PASSION: Bilingual Poetry (Spanish-English),Chapbook of Bilingual Poetry (Spanish - English),['Marie Delgado Travis'],http://books.google.com/books/content?id=PaK-wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=PaK-wAEACAAJ&dq=PASION+/+PASSION:+Bilingual+Poetry+(Spanish-English)&hl=&cd=1&source=gbs_api,,2005-10,http://books.google.nl/books?id=PaK-wAEACAAJ&dq=PASION+/+PASSION:+Bilingual+Poetry+(Spanish-English)&hl=&source=gbs_api,['Poetry'],
Eyeshot (Wesleyan Poetry Series),"Scintillating new work from a celebrated contemporary poet. Runner-up for the Pulitzer Prize for Poetry (2004) Runner-up for the ForeWord magazine's Book of the Year Award (2003) Heather McHugh's new book, Eyeshot, is a brooding, visionary work that takes aim at the big questions—those of love and death. The poems suggest that such immensities balance on the smallest details, and that a range of human blindness is inescapable. The power of this new work comes from its delicate yet tenacious fidelity to the ever-unfolding senses of sense. The poems invite the reader to follow careening words and insights through passages both playful and profound. Her ""Fido, Jolted by Jove"" reveals the tension endemic to both language and living: ""the world itself is worried."" Yet the same poem remarks the high price of any reductive fix: ""a brain this insecure may need another bolt be driven in it."" This movement between anxiety and the human compulsion for order informs Eyeshot's darkly comic, 20/20 acuity.",['Heather McHugh'],http://books.google.com/books/content?id=v3D2F6eAV-4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=v3D2F6eAV-4C&printsec=frontcover&dq=Eyeshot+(Wesleyan+Poetry+Series)&hl=&cd=1&source=gbs_api,Wesleyan University Press,2004-12-29,http://books.google.nl/books?id=v3D2F6eAV-4C&dq=Eyeshot+(Wesleyan+Poetry+Series)&hl=&source=gbs_api,['Poetry'],1.0
BOYS: CLARRISA EXPLAINS IT ALL (CLARISSA ) (Nickelodeon),"Melissa Joan Hart explained it all-from dating to bullies-in her groundbreaking role as Clarissa Darling on Clarissa Explains It All. She cast a spell on millions more viewers as Sabrina, the Teenage Witch. Now, in Melissa Explains It All, Melissa tells the frank and funny behind-the-scenes stories from her extraordinary past and her refreshingly normal present. Melissa has been entertaining audiences most of her life; when there were no girls named Melissa on her favorite show, the forceful four year old decided she'd get on television her way. From that moment on, Melissa has shown a singular determination and focus-whether it's for booking three national commercials so her dad would build her a tree house or for nailing the audition for Clarissa. From her first commercial to her current starring role in ABC Family's hit Melissa and Joey, Hart never let fame go to her head. She always had one foot in Hollywood and one foot in reality-and still does. Melissa makes us laugh along with her as she talks about: --guest appearances in shows like Saturday Night Live and The Equalizer --auditioning for Punky Brewster and Clarissa --her early Broadway days --wacky parties she's thrown and attended -- the actors who influenced her and whom she befriended, worked with and competed against --her experiences both on and off-set-with Sabrina's Salem the Cat and Elvis the Alligator on Clarissa --how she met the love of her life at the Kentucky Derby Melissa Joan Hart explains all that she's learned along the way-what's kept her grounded, normal and working when others have not been so fortunate-and that she's the approachable, hilarious girl-next-door her fans have always thought she'd be.",['Melissa Joan Hart'],http://books.google.com/books/content?id=f4h4TBLiRSEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=f4h4TBLiRSEC&printsec=frontcover&dq=BOYS:+CLARRISA+EXPLAINS+IT+ALL+(CLARISSA+)+(Nickelodeon)&hl=&cd=1&source=gbs_api,St. Martin's Press,2013-10-29,https://play.google.com/store/books/details?id=f4h4TBLiRSEC&source=gbs_api,['Biography & Autobiography'],3.0
"Say It In Dutch: Over 1,400 up-to-date practical entries",,['Pieter van Dam'],http://books.google.com/books/content?id=ORblzodD1mcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=ORblzodD1mcC&q=Say+It+In+Dutch:+Over+1,400+up-to-date+practical+entries&dq=Say+It+In+Dutch:+Over+1,400+up-to-date+practical+entries&hl=&cd=1&source=gbs_api",,1932,"http://books.google.nl/books?id=ORblzodD1mcC&dq=Say+It+In+Dutch:+Over+1,400+up-to-date+practical+entries&hl=&source=gbs_api",,
The Vicar of Wakefield (Studies in English classics),,['Oliver Goldsmith'],http://books.google.com/books/content?id=bHEAAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=bHEAAAAAYAAJ&pg=PA195&dq=The+Vicar+of+Wakefield+(Studies+in+English+classics)&hl=&cd=1&source=gbs_api,,1895,https://play.google.com/store/books/details?id=bHEAAAAAYAAJ&source=gbs_api,['Abduction'],
The Looking Book : A Hide-and-Seek Counting Story,"In this counting book, a child and parent play hide-and-seek while they bake cookies.",['Janet S. Wong'],http://books.google.com/books/content?id=tnXjoD6jv8gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=tnXjoD6jv8gC&printsec=frontcover&dq=The+Looking+Book+:+A+Hide-and-Seek+Counting+Story&hl=&cd=1&source=gbs_api,Houghton Mifflin Harcourt,2005,http://books.google.nl/books?id=tnXjoD6jv8gC&dq=The+Looking+Book+:+A+Hide-and-Seek+Counting+Story&hl=&source=gbs_api,['Juvenile Fiction'],1.0
